hurufKecil_fullText,cleaning_stemmed,sentiment
rangkuman singkat dirty vote full movie - gabungan suara pulau sumatera (jokowi dan prabowo) - penunjukan 20 pj gubernur dipilih presiden - 82 pj walikota/bupati - suara papua dan penunjukkan tito karnavian yang tidak menghormati mk - pakta integritas bupati sorong - pelanggaran,rangkum singkat dirty vote full movie gabung suara pulau sumatera jokowi prabowo tunjuk pj gubernur pilih presiden pj walikotabupati suara papua tunjuk tito karnavian hormat mk pakta integritas bupati sorong langgar,neutral
siape yang maren milih prabowo dah anjing,siape maren milih prabowo dah anjing,negative
cara pak @prabowo menjawab hinaan dan fitnahan kejam si fufufafa alias slamet. menampilkan foto-foto kebersamaan keluarga yang ningrat terhormat bermartabat. bandingkan saja dengan tampang-tampang keluarga mulyono anak beranak. bumi langit. begitu juga dengan kelakuan. https://t.co/xjym1psoay,cara pak jawab hina fitnah kejam si fufufafa alias slamet tampil fotofoto sama keluarga ningrat hormat martabat banding tampangtampang keluarga mulyono anak anak bumi langit laku,negative
dari awal emang peluang menang pak anies kecil. tapi saya tetap mencoblos 01. dan saya sama sekali gak nyesal sudah nyoblos 01. perjuangan masih panjang selamat pak prabowo mas gibran dan para pendukungnya. lancar-lancar untuk pembangunan ikn dan makan siang gratisnya ,awal emang peluang menang pak anies kecil tetap coblos sama sekali gak nyesal nyoblos juang panjang selamat pak prabowo mas gibran dukung lancarlancar bangun ikn makan siang gratis,positive
padahal kalo lu males dan itu uang didepositoin aja 2 milyar dapet bunga sekitar 85 jt setaun alias ada uang 7 jt + per bulan buat hidup. most likely udah bisa hidup lebih nyaman dari orang kebanyakan. mau galer seharian juga bisa. emang bodoh itu tidak mengenal saldo ‍️,padahal kalo lu males uang didepositoin aja milyar dapet bunga jt taun alias uang jt per bulan buat hidup most likely udah hidup lebih nyaman orang banyak mau galer hari emang bodoh kenal saldo,neutral
aku yang bukan pendukung @prabowo saja menangis tersedu-sedu melihat video ini apalagi pendukung prabowo. https://t.co/ftkxbhtmrm,aku bukan dukung menang tersedusedu lihat video dukung prabowo,positive
yes satu putaran kata prabowo dengan girangnya yang milih demit semua https://t.co/qbv14cn3pi,yes satu putar kata prabowo girang milih demit semua,positive
fun fact : seandainya lo nabung rp3 5 juta setiap hari sejak nabi muhammad lahir sampai hari ini maka kekayaan lu masih belum setara sama kekayaan nya prabowo subianto,fun fact anda lo nabung rp juta hari sejak nabi muhammad lahir hari kaya lu tara sama kaya nya prabowo subianto,neutral
tidak perlu diejek jika ada yg seperti ini cukup beritahu mereka kalau pak anies di era gubernur ada program pangan murah yg bikin iri tapi karena pak anies kalah ya udah tunggu aja program pak prabowo https://t.co/zhwcf9slsv,perlu ejek yg cukup beritahu kalau pak anies era gubernur program pangan murah yg bikin iri pak anies kalah udah tunggu aja program pak prabowo,positive
waktu nonton ytube @sewordtv yg ngebahas keretakan duo wowok - fufufafa kirain cuma analisa cak alif aja tapi stlah liat berita wowok ketemu mantan pm thailand thaksin sinawatra cuma ditemenin didit akhirnya gw paham. ini real https://t.co/kepvimu1ir https://t.co/wqma4ylhgy,waktu nonton ytube yg ngebahas kereta duo wowok fufufafa kirain cuma analisa cak alif aja stlah liat berita wowok ketemu mantan pm thailand thaksin sinawatra cuma ditemenin didit akhir gw paham real,neutral
eks gubernur jawa barat ridwan kamil berbicara hasil quick count lembaga survei di pilpres 2024. sejauh ini paslon 02 prabowo-gibran unggul dari paslon 01 anies-muhaimin dan paslon 03 ganjar-mahfud. ridwan kamil mengatakan paslon 02 menang berkat pergerakan silent majority. https://t.co/5er1o7qbzl,eks gubernur jawa barat ridwan kamil bicara hasil quick count lembaga survei pilpres jauh paslon prabowogibran unggul paslon aniesmuhaimin paslon ganjarmahfud ridwan kamil kata paslon menang berkat gera silent majority,positive
update rekap nasional real count. sabtu 19 februari 2024 11:45 wib anies-muhaimin 35 23% prabowo-gibran 46 36% ganjar-mahfud 18 41% perolehan suara bisa dilihat di summary dibawah grafik rekap nasional. https://t.co/0emmxjmpjw,update rekap nasional real count sabtu februari wib aniesmuhaimin prabowogibran ganjarmahfud oleh suara lihat summary bawah grafik rekap nasional,neutral
ngeprint sendiri paling abis 100 ribu,ngeprint sendiri paling abis ribu,negative
bu connie mempermasalahkan pt tmi kemudian ditawari proyek kemhan. apakah ini yang dimaksud pak prabowo sebagai rahasia negara yg dibicarakan secara tertutup? jangan marah ya. ini sekadar bertanya. https://t.co/sgy3xwy6qh,bu connie masalah pt tmi kemudian tawar proyek kemhan maksud pak prabowo rahasia negara yg bicara tutup jangan marah sekadar tanya,negative
#tempothread pak sudahlah pak~ di akhir masa jabatannya jokowi seharusnya merenungkan warisan yang akan ditinggalkannya. alih-alih mempermudah transisi ia malah menciptakan tantangan yang akan membebani pemerintahan prabowo.. a thread https://t.co/pe4rgceroa,pak sudah pak akhir masa jabat jokowi renung waris tinggal alihalih mudah transisi malah cipta tantang beban perintah prabowo a thread,neutral
ketua umum #pbnu yahya cholil staquf mengatakan minimal separuh dari menteri dalam kabinet pemerintahan prabowo-gibran akan diisi oleh orang-orang #nahdlatululama karena lebih dari separuh orang indonesia adalah orang #nu. #menteriprabowo #kabinetprabowo https://t.co/ccxtgxtx1z,ketua umum yahya cholil staquf kata minimal paruh menteri kabinet perintah prabowogibran isi orangorang lebih paruh orang indonesia orang,neutral
wakil ketua mpr yang juga politisi pdip bambang wuryanto atau bambang pacul berbicara soal rencana pertemuan ketua umum pdi perjuangan megawati soekarnoputri dan juga presiden terpilih prabowo subianto. bambang pacul: megawati dan prabowo mereka sahabat lama. https://t.co/gwjcbqjca1,wakil ketua mpr politis pdip bambang wuryanto bambang pacul bicara soal rencana temu ketua umum pdi juang megawati soekarnoputri presiden pilih prabowo subianto bambang pacul megawati prabowo sahabat lama,negative
majikanmu? ga bakalan jauh2 dr majikan simpatisan pks yg drdolo selalu ribut selalu nyerang jokowi lah. kamu aja jd duta poligami muja-muji pks ngamuk pks gabung jokowi. bahkan gurunya aja jubir pks. udah pasti km sekelompok sama barisan yg mau adu domba prabowo-gibran kan? https://t.co/dwr5fxqrqg,majikan ga bakal jauh dr majikan simpatisan pks yg drdolo selalu ribut selalu nyerang jokowi lah kamu aja jd duta poligami mujamuji pks ngamuk pks gabung jokowi bahkan guru aja jubir pks udah km kelompok sama baris yg mau adu domba prabowogibran kan,negative
jokowi dan prabowo bertemu di solo hari ini gibran: hanya makan siang https://t.co/9cesbhqgks #temponasional,jokowi prabowo temu solo hari gibran makan siang,neutral
sri mulyani hanya tersenyum saat ditanya peluang jadi menteri kabinet prabowo &lt; #srimulyani #kabinetprabowo #prabowo https://t.co/tlnld4e4gj,sri mulyani senyum tanya peluang jadi menteri kabinet prabowo lt,neutral
jokowi berdiskusi dengan prabowo 1 5 jam di solo bahas apa? https://t.co/qkrsiirte6 #temponasional,jokowi diskus prabowo jam solo bahas apa,negative
budi arie soal jadi menteri lagi di kabinet prabowo: tergantung doa kalian https://t.co/ykan48nllp,budi arie soal jadi menteri kabinet prabowo gantung doa kalian,negative
presiden amerika serikat joe biden mengirimkan delegasi resmi kepresidenan amerika serikat untuk menghadiri pelantikan prabowo subianto pada 20 oktober mendatang. delegasi as yang akan hadir berjumlah enam orang yang dipimpin oleh perwakilan as di pbb yakni linda https://t.co/zzmdq7hnj5,presiden amerika serikat joe biden kirim delegasi resmi presiden amerika serikat hadir lantik prabowo subianto oktober datang delegasi as hadir jumlah enam orang pimpin wakil as pbb linda,neutral
diputuskan hari ini pdi perjuangan yakin gibran gagal jadi wapres prabowo - https://t.co/yjuyhxn1pn,putus hari pdi juang yakin gibran gagal jadi wapres prabowo,positive
bangsa indonesia adalah bangsa yang penuh sopan santun.... prabowo sentil fufufafa jangan punya kebiasaan caci maki semua akan ketahuan juga....‼️ #jokowiharusdiadili #jokowiharusdiadili 🆘🆗 https://t.co/uynryurkig,bangsa indonesia bangsa penuh sopan santun prabowo sentil fufufafa jangan punya biasa caci maki semua tahu,positive
presiden joko widodo dikabarkan tengah makan malam bersama presiden terpilih sekaligus menhan prabowo subianto malam ini. apa yang dibahas? https://t.co/kbqwvxcqjl,presiden joko widodo kabar tengah makan malam sama presiden pilih sekaligus menhan prabowo subianto malam apa bahas,negative
kabinet gemuk prabowo tampung kader parpol? saksikan apa kabar indonesia pagi bersama arief fadhil &amp; maria assegaf pukul 06.30 wib hanya di tvone &amp; live streaming di https://t.co/zmdsz6eygy #akipagitvone #cariberitaditvone #promofta #akipagitvone https://t.co/n4gpjo89s8,kabinet gemuk prabowo tampung kader parpol saksi apa kabar indonesia pagi sama arief fadhil amp maria assegaf pukul wib tvone amp live streaming,neutral
sambangi jokowi di solo prabowo semobil dengan gibran. #newsupdate #update #news #text https://t.co/f4t7l8wf76,sambang jokowi solo prabowo mobil gibran,negative
elite pdip pajang poto prabowo tapi tdk dgn gibran artinya mereka mengakui prabowo presiden tapi tidak wakil presiden gibran https://t.co/1dgnuuwqnn,elite pdip pajang poto prabowo tdk dgn gibran arti aku prabowo presiden wakil presiden gibran,negative
kehancuran kerajaan jokowi menghilang dan tidak hadirnya fufufafa dalam acara penting semakin memperkuat asumsi publik bahwa hubungan antara prabowo dan jokowi akan kandas dalam hitungan hari. sang raja jawa sendiri dalam acara pelantikan anggota dpr terlihat murung sedih https://t.co/6h2oreqjyg,hancur raja jokowi hilang hadir fufufafa acara penting makin kuat asumsi publik hubung prabowo jokowi kandas hitung hari sang raja jawa sendiri acara lantik anggota dpr lihat murung sedih,negative
mpr undang anies-muhaimin dan ganjar-mahfud hadiri pelantikan prabowo-gibran ~n #mpr #pelantikan #prabowogibran #aniesmuhaimin #ganjarmahfud https://t.co/ryusvobnju,mpr undang aniesmuhaimin ganjarmahfud hadir lantik prabowogibran n,negative
presiden terpilih prabowo subianto mengaku kerap diejek karena menargetkan pertumbuhan ekonomi. prabowo tak ambil pusing atas ejekan itu. proklamator beliau pernah mengatakan gantungkan lah cita-citamu setinggi langit kalau kau tidak sampai langit kau jatuh di antara https://t.co/l4eajmvqcs,presiden pilih prabowo subianto aku kerap ejek target tumbuh ekonomi prabowo tak ambil pusing atas ejek proklamator beliau pernah kata gantung lah citacitamu setinggi langit kalau kau langit kau jatuh,negative
yth pak @prabowo tegakkan hukum &amp; kpk berantas korupsi jangan tebang pilih demi utk bangsa &amp; negara kedepan‼️ presiden terpilih prabowo subianto disebut akan melarang menteri untuk mencari keuntungan dari anggaran negara dalam rangka mencegah korupsi. https://t.co/g60kmifpkt,yth pak tegak hukum amp kpk berantas korupsi jangan tebang pilih utk bangsa amp negara depan presiden pilih prabowo subianto sebut larang menteri cari untung anggar negara rangka cegah korupsi,neutral
hashim: prabowo temukan pengusaha sawit belum bayar pajak hingga rp 300 t https://t.co/spaya2heaz,hashim prabowo temu usaha sawit bayar pajak hingga rp t,neutral
bamsoet minta para ketum parpol patuh pesan prabowo agar kader yang jadi menteri tak 'merampok' apbn https://t.co/cjigdkmmol,bamsoet minta tum parpol patuh pesan prabowo kader jadi menteri tak rampok apbn,negative
presiden jokowi akan pulang ke solo usai pelantikan prabowo dan gibran. saat ini 70% barang jokowi telah dibawa ke solo termasuk koleksi kambingnya. https://t.co/m72rtt8gw6,presiden jokowi pulang solo usai lantik prabowo gibran barang jokowi bawa solo masuk koleksi kambing,negative
presiden terpilih prabowo subianto menyampaikan pesan khusus terhadap para ketua umum partai partai politik yang ingin bergabung ke kabinetnya. prabowo mengingatkan agar kader partai yang ditunjuk menjadi menteri tidak mencari keuntungan pribadi dari anggaran pendapatan belanja https://t.co/icuaahafaa,presiden pilih prabowo subianto sampai pesan khusus ketua umum partai partai politik gabung kabinet prabowo ingat kader partai tunjuk jadi menteri cari untung pribadi anggar dapat belanja,neutral
anies bakal sampaikan pesan untuk prabowo-gibran jika diundang ke pelantikan https://t.co/ljt7891md3 #temponasional,anies bakal sampai pesan prabowogibran undang lantik,neutral
jejak digital @cakiminow orang berbahaya bermuka dua gila jabatan. yg paling parah banyak betul serangan dia ke @prabowo tapi skrng dia incar jatah menteri ke prabowo terutama kursi menteri agama. hati-hati pak dgn orang ini. @fadlizon @habiburokhman @andre_rosiade https://t.co/z97tlwgsi5,jejak digital orang bahaya muka gila jabat yg paling parah banyak betul serang skrng incar jatah menteri prabowo utama kursi menteri agama hatihati pak dgn orang rosiade,negative
ceboker hancur ditampar bolak-balik dari katanya melanjutkan jokowi ternyata aslinya perubahan sampai kasus fufufafa mereka juga terdiam. @jokowi @prabowo https://t.co/b1zifw3f4t,ceboker hancur tampar bolakbalik kata lanjut jokowi nyata asli ubah kasus fufufafa diam,negative
kode keras dari presiden terpilih prabowo subianto jangan main2 dg uang rakyat! wong cilik membayar pajak dg keringatnya dalam pertarungan kembang kempis hidupnya berani2 makan uang rakyat dg cara haram go to hell ! rakyat setia bersama perjuanganmu jendral @prabowo https://t.co/jovlxawimd,kode keras presiden pilih prabowo subianto jangan main dg uang rakyat wong cilik bayar pajak dg keringat tarung kembang kempis hidup berani makan uang rakyat dg cara haram go to hell rakyat setia sama juang jendral,neutral
coba ituh yg duit triliunan masa tax holiday yg duit gak gablek beli beras kena pajak https://t.co/zww5ywizr2,coba ituh yg duit triliun masa tax holiday yg duit gak gablek beli beras kena pajak,neutral
hampir semua kader elit psi mendiskreditkan prabowo. sangat bodoh gerindra jk melupakan semua itu! https://t.co/czxg6krw6j,hampir semua kader elit psi diskredit prabowo sangat bodoh gerindra jk lupa semua,negative
kalau jokowi punya ngabalin. prabowo juga punya haikal hassan. https://t.co/drmrhk05eu,kalau jokowi punya ngabalin prabowo punya haikal hassan,negative
siapakah menteri jokowi yang sangat tidak layak lagi jd menteri di era prabowo menurut kalian ges? menurut saya : menteri agama mensesneg menteri esdm menkominfo menteri kelautan menteri pendidikan menhub,siapa menteri jokowi sangat layak jd menteri era prabowo kalian ges menteri agama mensesneg menteri esdm menkominfo menteri laut menteri didik menhub,neutral
usai pelantikan prabowo jokowi berencana langsung pulang ke solo dan tidur https://t.co/ubsobhvqi5,usai lantik prabowo jokowi rencana langsung pulang solo tidur,negative
((((semobil dengan gibran)))) uhuuy . prabowo datang ke kediaman jokowi di solo semobil dengan gibran https://t.co/pywkewuihg,mobil gibran uhuuy prabowo datang diam jokowi solo mobil gibran,negative
presiden joko widodo (jokowi) menegaskan tidak ikut campur dalam penyusunan menteri kabinet presiden terpilih prabowo subianto. menurut jokowi hak prerogatif presiden tak boleh diintervensi oleh siapapun. nanti tunggu saja hari senin seminggu lagi menteri-menterinya akan https://t.co/l43pxrzgdt,presiden joko widodo jokowi tegas ikut campur susun menteri kabinet presiden pilih prabowo subianto jokowi hak prerogatif presiden tak intervensi siapa tunggu hari senin minggu menterimenterinya,negative
prabowo ingatkan ketum partai: jangan tugaskan kader untuk jadi menteri yang cari uang dari apbn https://t.co/zfki8y8j45,prabowo ingat tum partai jangan tugas kader jadi menteri cari uang apbn,negative
